grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
apple,りんご
banana,バナナ
orange,オレンジ
grape,ぶどう
melon,メロン
peach,もも
strawberry,いちご
watermelon,スイカ
lemon,レモン
cherry,さくらんぼ
cat,ねこ
dog,いぬ
bird,とり
fish,さかな
horse,うま
car,くるま
train,でんしゃ
house,いえ
book,ほん
computer,コンピュータ
